Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
2241    ACTIVO     329882     PEREZ                BENITEZ              FRIDA                26    MUJER     
2242    ACTIVO     331832     ROJAS                ROJAS                OLIVIA               55    MUJER     
2243    ACTIVO     327423     SANCHEZ              GARCIA               LEONARDO             45    HOMBRE    
2244    ACTIVO     323909     PINEDA               DUARTE               LUCAS                62    HOMBRE    
2245    ACTIVO     306450     DE LA FUENTE         CASTILLO             ALEJANDRO            68    HOMBRE    
2246    ACTIVO     332645     DIAZ                 CONTRERAS            ALEXIA               26    MUJER     
2247    ACTIVO     322724     CASTRO               CASTILLO             ERICK                48    HOMBRE    
2248    ACTIVO     324402     PEREZ                HERNANDEZ            HUGO                 52    HOMBRE    
2249    ACTIVO     311099     CASTRO               JUAREZ               GAEL                 52    HOMBRE    
2250    ACTIVO     318581     PEREZ                ROJAS                SOFIA                52    MUJER     
2251    ACTIVO     324000     PINEDA               DIAZ                 MAGDALENA            27    MUJER     
2252    ACTIVO     332169     VERA                 RUIZ                 REBECA               52    MUJER     
2253    ACTIVO     314163     SANCHEZ              FERNANDEZ            ALEXA                20    MUJER     
2254    ACTIVO     308983     DEL TORO             ESPINOZA             ALICIA               33    MUJER     
2255    ACTIVO     318648     RUIZ                 ANDRADE              GERMAN               44    HOMBRE    
2256    ACTIVO     324471     MEJIA                PINEDA               ELENA                60    MUJER     
2257    ACTIVO     308470     CASTRO               VERA                 ADAM                 24    HOMBRE    
2258    ACTIVO     319527     MARTINEZ             RUIZ                 SOFIA                31    MUJER     
2259    ACTIVO     301971     CASTILLO             CASTILLO             FRIDA                56    MUJER     
2260    ACTIVO     312585     DEL TORO             FLORES               MANUEL               34    HOMBRE    
2261    ACTIVO     323118     ALVAREZ              CONTRERAS            LEONARDO             51    HOMBRE    
2262    ACTIVO     318914     HERNANDEZ            COTA                 ESMERALDA            35    MUJER     
2263    ACTIVO     326590     ALVAREZ              PEREZ                MAGDALENA            47    MUJER     
2264    ACTIVO     303761     DEL TORO             MEJIA                GINEBRA              42    MUJER     
2265    ACTIVO     326185     QUISPE               RUIZ                 GAEL                 61    HOMBRE    
2266    ACTIVO     315789     FLORES               DE LA FUENTE         BRUNO                50    HOMBRE    
2267    ACTIVO     322709     RUIZ                 HERNANDEZ            HUGO                 23    HOMBRE    
2268    ACTIVO     312237     DIAZ                 QUISPE               OLIVIA               33    MUJER     
2269    ACTIVO     317416     SILVA                DE LA FUENTE         AURA                 21    MUJER     
2270    ACTIVO     311609     PEREZ                CASTILLO             BRUNO                30    HOMBRE    
2271    ACTIVO     315317     HERNANDEZ            PEREZ                ERICK                53    HOMBRE    
2272    ACTIVO     307788     ALVAREZ              GARCIA               ADRIAN               48    HOMBRE    
2273    ACTIVO     307985     SANCHEZ              SANCHEZ              BRUNO                30    HOMBRE    
2274    ACTIVO     326756     DEL TORO             FLORES               JULIETA              46    MUJER     
2275    ACTIVO     325591     SILVA                ALVAREZ              MARCO                66    HOMBRE    
2276    ACTIVO     303793     CASTRO               SANCHEZ              JULIETA              43    MUJER     
2277    ACTIVO     326993     RUIZ                 COTA                 FRIDA                28    MUJER     
2278    ACTIVO     315875     PINEDA               JUAREZ               ALEJANDRA            18    MUJER     
2279    ACTIVO     312359     DIAZ                 VERA                 GAEL                 28    HOMBRE    
2280    ACTIVO     311095     RUIZ                 RUIZ                 JULIETA              40    MUJER     
2281    ACTIVO     309133     RUIZ                 FERNANDEZ            FRANCISCO            46    HOMBRE    
2282    ACTIVO     304831     RODRIGUEZ            MARTINEZ             ELENA                70    MUJER     
2283    ACTIVO     324519     DEL TORO             SANCHEZ              LUCAS                25    HOMBRE    
2284    ACTIVO     324849     SILVA                DE LA FUENTE         ALEJANDRA            48    MUJER     
2285    ACTIVO     308544     MEJIA                BENITEZ              ALICIA               41    MUJER     
2286    ACTIVO     321394     HERNANDEZ            GARCIA               OLIVER               60    HOMBRE    
2287    ACTIVO     319147     GARCIA               GARCIA               BRUNA                68    MUJER     
2288    ACTIVO     307491     VERA                 PEREZ                ALEXA                43    MUJER     
2289    ACTIVO     310776     DIAZ                 FERNANDEZ            YAEL                 35    HOMBRE    
2290    ACTIVO     322924     DIAZ                 ESPINOZA             ELENA                46    MUJER     
2291    ACTIVO     327771     FERNANDEZ            PEREZ                ERICK                25    HOMBRE    
2292    ACTIVO     323272     BENITEZ              RUIZ                 BRUNA                56    MUJER     
2293    ACTIVO     327384     QUISPE               HERNANDEZ            JESUS                49    HOMBRE    
2294    ACTIVO     308369     GARCIA               ALVAREZ              YAEL                 59    HOMBRE    
2295    ACTIVO     315443     ANDRADE              MARTINEZ             HUGO                 40    HOMBRE    
2296    ACTIVO     300045     MARTINEZ             PEREZ                OLIVIA               60    MUJER     
2297    ACTIVO     314390     COTA                 CASTRO               TERESA               25    MUJER     
2298    ACTIVO     319672     DIAZ                 SANCHEZ              OLIVIA               33    MUJER     
2299    ACTIVO     322436     DE LA FUENTE         FERNANDEZ            OLIVIA               27    MUJER     
2300    INACTIVO   303058     CASTILLO             ALVAREZ              FELIX                39    HOMBRE    
2301    INACTIVO   307837     PINEDA               CASTILLO             OLIVIA               43    MUJER     
2302    INACTIVO   308216     MARTINEZ             ANDRADE              ISAAC                23    HOMBRE    
2303    INACTIVO   320839     MORA                 GARCIA               AMANDA               30    MUJER     
2304    INACTIVO   322867     ROJAS                DEL TORO             FRANCISCO            42    HOMBRE    
2305    INACTIVO   328521     BENITEZ              ESPINOZA             FRIDA                24    MUJER     
2306    INACTIVO   310975     MORA                 RUIZ                 HUGO                 66    HOMBRE    
2307    INACTIVO   319062     PINEDA               ALVAREZ              MARIA                32    MUJER     
2308    INACTIVO   326877     DIAZ                 CONTRERAS            ALEJANDRO            55    HOMBRE    
2309    INACTIVO   306815     CASTRO               FLORES               ALICIA               30    MUJER     
2310    INACTIVO   303957     RODRIGUEZ            QUISPE               MARCO                65    HOMBRE    
2311    INACTIVO   312932     DE LA FUENTE         ESPINOZA             DANIEL               35    HOMBRE    
2312    INACTIVO   318931     CONTRERAS            DUARTE               CAMILA               65    MUJER     
2313    INACTIVO   318521     QUISPE               COTA                 JAVIER               26    HOMBRE    
2314    INACTIVO   310356     MEJIA                HERNANDEZ            VALERIA              38    MUJER     
